ID,CourseContentId,IdContent,QuestionType,QuestionContent,AAnsver,BAnswer,CAnswer,DAnswer,Answer,ResultAnswer,
62,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,"Yếu tố nào sau đây được xem là ""chất keo"" kết hợp các ứng dụng người dùng cuối và công cụ phân tích trong kiến trúc Realtime Data Analytics?",Tốc độ thực thi nhanh nhất.,Tăng chi phí sản xuất nội dung,Lớp Tích hợp (Integration).,"Codecademy, The Code Player.",C,Lớp Tích hợp (Integration).,
63,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,"Trong lĩnh vực kiểm soát đám đông, AI được sử dụng để làm gì?",Kể cho họ nghe những câu chuyện tương tự để họ cảm thấy tốt hơn.,Dự đoán chuyển động của đám đông và đưa ra quyết định ngay lập tức.,"Sản phẩm (Products), Con người (People), Chính sách (Policies).",Quyền thay đổi dữ liệu của người khác mà không cần sự cho phép.,B,Dự đoán chuyển động của đám đông và đưa ra quyết định ngay lập tức.,
64,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,Lĩnh vực nào sau đây được xem là một trong những ứng dụng quan trọng nhất của phân tích dữ liệu lớn theo thời gian thực?,Thương mại điện tử.,Khả năng bảo mật hệ thống.,Giao thông thông minh.,Nông nghiệp hữu cơ.,C,Giao thông thông minh.,
65,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,"Theo các chuyên gia, năng lực nào sau đây nên được thêm vào Khung Năng lực Số toàn cầu (DLGF) do tính quan trọng ngày càng tăng?",Không có trích dẫn hay dữ liệu minh chứng,Tư duy tính toán (Computational thinking).,Chỉnh sửa tác phẩm gốc để nó trở nên khác đi.,Chỉ từ thông tin người dùng tự khai báo,B,Tư duy tính toán (Computational thinking).,
66,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,Tư duy tính toán (Computational thinking) được đề xuất đặt dưới lĩnh vực năng lực nào trong DLGF?,Mô tả chi tiết nội dung muốn sử dụng.,Khi bạn không tìm thấy tên tác giả.,Giải quyết vấn đề (Problem solving).,Hệ thống miễn dịch (An ninh mạng).,C,Giải quyết vấn đề (Problem solving).,
67,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,Chuyên gia AI cần có kiến thức chuyên sâu về ngôn ngữ lập trình nào?,"HTML, CSS, JavaScript.","Java, Python, R, C++.","SQL, XML, JSON.","Pascal, Delphi, VB.",B,"Java, Python, R, C++.",
68,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,"Trong kiến trúc Realtime Data Analytics, các công cụ phân tích phổ biến nằm ở lớp nào?",Vận hành thiết bị ngoại vi.,Lớp Phân tích (Analytics).,Flickr (với bộ lọc giấy phép),Sử dụng phần mềm trình chiếu.,B,Lớp Phân tích (Analytics).,
69,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,Công nghệ AI đã làm giảm đáng kể vai trò của trung gian trong các giao dịch nhờ vào công nghệ nào?,Internet vạn vật (IoT).,Chuỗi khối (Blockchain).,Điện toán đám mây.,Phân tích dữ liệu lớn.,B,Chuỗi khối (Blockchain).,
70,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,Các chương trình AI nhúng trong các thiết bị và trong ứng dụng IoT làm tăng đáng kể điều gì của hệ thống?,Mức độ tuân thủ pháp luật.,Tốc độ kết nối mạng.,Sức mạnh của hệ thống.,Các cuộc họp mặt trực tiếp,C,Sức mạnh của hệ thống.,
71,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,Năng lực nào đòi hỏi khả năng lập kế hoạch và phát triển một chuỗi lệnh dễ hiểu cho hệ thống máy tính để giải quyết một vấn đề nhất định?,Sáng thông tin và phương tiện.,Lập trình (Programming).,Tạo lập nội dung số.,Giải quyết vấn đề kỹ thuật.,B,Lập trình (Programming).,
72,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,Năng lực Tạo lập nội dung số bao gồm việc dạy người học cách áp dụng gì cho nội dung số?,Blog cá nhân không rõ tác giả,Công nghệ thực tế ảo tăng cường.,Bản quyền và các giấy phép.,Phân tích dữ liệu lớn.,C,Bản quyền và các giấy phép.,
73,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,"Trong lĩnh vực Sáng tạo nội dung số, năng lực nào liên quan đến việc sửa đổi, tinh chỉnh, nâng cấp và kết hợp thông tin/nội dung số vào vốn tri thức sẵn có?","Sản phẩm (Products), Con người (People), Chính sách (Policies).",Kết hợp và tái tạo nội dung số (Integrating and re-elaborating).,Tất cả các thông tin được lưu trữ trên máy tính hoặc điện thoại.,Sử dụng nhiều biểu tượng cảm xúc (emoji) để thể hiện thái độ.,B,Kết hợp và tái tạo nội dung số (Integrating and re-elaborating).,
74,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,Năng lực nào đòi hỏi khả năng thiết kế và phát triển một chuỗi lệnh dễ hiểu cho hệ thống máy tính để giải quyết một nhiệm vụ cụ thể?,Tự động hóa.,Lập trình.,Cấu hình.,Lý trí,B,Lập trình.,
75,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,"Trong mô hình khung năng lực số dành cho sinh viên, năng lực nào yêu cầu phát triển tư duy sáng tạo và quy trình tư duy thiết kế ý tưởng trong môi trường số?",Thực hành tư duy đổi mới sáng tạo trong xây dựng nội dung số.,Cần hỏi ý kiến và nhận được đồng ý của các thành viên mới chia sẻ,Có thể sử dụng vì mọi thứ trên internet vì chúng đều miễn phí,Tạo ra một hệ thống tự động hóa hoàn toàn các quy trình sản xuất.,A,Thực hành tư duy đổi mới sáng tạo trong xây dựng nội dung số.,
76,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,Việc tạo lập và sửa đổi các sản phẩm số ở các định dạng khác nhau thuộc nhóm năng lực nào?,An toàn và an sinh số.,Sáng tạo nội dung số.,Chỉ để trò chuyện xã hội,Giao tiếp và hợp tác.,B,Sáng tạo nội dung số.,
77,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,Năng lực Phát triển nội dung số yêu cầu người học có kiến thức cơ bản về chỉnh sửa và mã hóa của loại hình nào?,Giả danh một nhân vật có quyền uy để ra lệnh cho nạn nhân.,"Âm thanh, hình ảnh và video, ứng dụng và giao diện, trang web.",Kẻ tấn công thử mọi tổ hợp ký tự có thể có để tìm ra mật khẩu.,Được nhà nước bảo trợ để thực hiện các cuộc tấn công mạng.,B,"Âm thanh, hình ảnh và video, ứng dụng và giao diện, trang web.",
78,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,Phẩm chất nào sau đây được liệt kê là cần thiết cho năng lực Tạo lập nội dung số?,Các quy trình truyền thống.,Sáng tạo và Tư duy đổi mới.,Thể hiện sự chuyên nghiệp,Kênh YouTube chuyên môn,B,Sáng tạo và Tư duy đổi mới.,
79,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,Năng lực Lập trình trong Khung DigComp 2.0 (và DLGF) tập trung vào khía cạnh nào?,Lập kế hoạch và phát triển một chuỗi lệnh cho hệ thống tính toán.,Hướng dẫn quy trình rà soát và đánh giá tài nguyên nội dung đã có.,Coi như họ đang không hợp tác và tự làm thay công việc của họ,Sử dụng tất cả các ứng dụng và thiết bị có sẵn một cách tối đa.,A,Lập kế hoạch và phát triển một chuỗi lệnh cho hệ thống tính toán.,
80,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,"Để giải quyết vấn đề kỹ thuật khi vận hành thiết bị, sinh viên cần có phẩm chất nào?",Bài viết vẫn rời rạc và không đúng hạn,Nhanh nhẹn và Linh hoạt trong nhận thức.,Tấn công vào các hệ thống tài chính cá nhân.,Nội dung đó đã có quá nhiều người sử dụng,B,Nhanh nhẹn và Linh hoạt trong nhận thức.,
81,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,"Năng lực nào liên quan đến việc xác định, đánh giá, lựa chọn và sử dụng các công cụ và công nghệ số thích hợp để giải quyết vấn đề?",Tăng cường khả năng lưu trữ dữ liệu trên các thiết bị cá nhân như điện thoại và máy tính.,Quản lý tài nguyên phần cứng và cung cấp môi trường cho các ứng dụng khác hoạt động.,Nhận diện nhu cầu và đáp ứng công nghệ (Identifying needs and technological responses).,Thông tin đã được cố tình che giấu và không thể truy cập qua trình duyệt web tiêu chuẩn.,C,Nhận diện nhu cầu và đáp ứng công nghệ (Identifying needs and technological responses).,
82,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,Năng lực Phát triển nội dung số đòi hỏi người học phải thể hiện bản thân qua đâu?,Sai sót trong mã lập trình hoặc cài đặt,Qua các phương tiện số (digital means).,Tin vào thông tin trái ngược niềm tin,Giảm chi phí sản xuất thiết bị y tế.,B,Qua các phương tiện số (digital means).,
83,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,"Trong lĩnh vực Sản xuất kỹ thuật số (Digital Production), năng lực nào đòi hỏi sự sẵn sàng cập nhật những phát triển công nghệ và khám phá các cơ hội kỹ thuật số mới?",Khám phá kỹ thuật số (Digital exploration).,Khóa riêng tư (private key) của người gửi.,Giảm thời gian lập kế hoạch cho nội dung mới.,Quy trình xây dựng thương hiệu cá nhân.,A,Khám phá kỹ thuật số (Digital exploration).,
84,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,"Trong lĩnh vực Sản xuất kỹ thuật số, năng lực Tự động hóa là gì?","Từ 5 - 10 triệu, buộc gỡ bỏ thông tin vi phạm. Trong trường hợp gây ảnh hưởng đến danh dự, uy tín của người khác 10 - 15 triệu",Khả năng tự động cập nhật hệ điều hành.,Khả năng sửa đổi hoặc tạo ra các giải pháp kỹ thuật số có thể tự động hóa hoàn toàn hoặc một phần để thực hiện một tác vụ.,Khả năng tự động quản lý danh tính số.,C,Khả năng sửa đổi hoặc tạo ra các giải pháp kỹ thuật số có thể tự động hóa hoàn toàn hoặc một phần để thực hiện một tác vụ.,
85,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,Khung năng lực số DigCompEdu nhấn mạnh vai trò của nhà giáo dục là gì khi nói về công nghệ số?,Gây ô nhiễm nguồn nước do sử dụng hóa chất trong quá trình khai thác.,Người hướng dẫn và cố vấn cho người học trong các nỗ lực học tập tự chủ.,Mã hóa toàn bộ dữ liệu trên ổ cứng để bảo vệ khỏi truy cập trái phép.,Trồng được các loại cây trồng mới không phù hợp với điều kiện địa phương.,B,Người hướng dẫn và cố vấn cho người học trong các nỗ lực học tập tự chủ.,
86,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,"Trong mô hình tiến triển DigCompEdu, giai đoạn nào được gọi là Chuyên gia (Expert - B2)?","Sắp xếp ẩn đi các dòng không phù hợp, còn Lọc thì không",Tiêu chuẩn hóa quy trình cấp giấy phép kinh doanh nông nghiệp.,"Giai đoạn áp dụng, mở rộng và suy ngẫm về các thực hành số.",Vứt bỏ các thiết bị cũ vào thùng rác tái chế thông thường.,C,"Giai đoạn áp dụng, mở rộng và suy ngẫm về các thực hành số.",
87,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,Yêu cầu nào sau đây thuộc nhóm năng lực Phát triển nội dung số?,Bỏ qua quy trình cũ và làm theo cách hoàn toàn mới,Tín hiệu giữa chìa khóa và xe ô tô không được mã hóa.,Tạo lập và sửa nội dung số ở các định dạng khác nhau.,Thiếu các chương trình thu gom và tái chế hiệu quả.,C,Tạo lập và sửa nội dung số ở các định dạng khác nhau.,
88,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,"Năng lực nào liên quan đến việc sử dụng các công cụ như Excel, MySQL hoặc Microsoft Access để thu thập và lưu trữ dữ liệu tự động?",Khai thác thông tin và dữ liệu.,Tự động hóa (Automation).,Sử dụng quá ít màu sắc,Cấp phép hoạt động sự kiện.,B,Tự động hóa (Automation).,
89,Module 6. Ứng dụng trí tuệ nhân tạo,6,3,"Trong năng lực Sáng tạo nội dung số, cần dạy người học cách làm gì với nội dung số?",Kẻ tấn công sửa lỗi chính tả trên các trang web để làm cho chúng trông hợp pháp hơn.,Giảm dung lượng lưu trữ cần thiết cho các loại dữ liệu phức tạp như video và hình ảnh.,"Áp dụng bản quyền và các giấy phép, cách tham chiếu các nguồn và ghi công các giấy phép.",Tải tất cả dữ liệu của mình lên đám mây để giải phóng dung lượng trên thiết bị cá nhân.,C,"Áp dụng bản quyền và các giấy phép, cách tham chiếu các nguồn và ghi công các giấy phép.",
90,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,"Khả năng điều chỉnh các ứng dụng và thiết bị theo sở thích cá nhân hoặc nhu cầu của riêng họ, cũng như giải quyết các vấn đề kỹ thuật thuộc năng lực nào?",Tăng số lượng cuộc họp,"Time, Region, Author, Style",Cấu hình (Configuration).,Các ý tưởng chưa được công bố,C,Cấu hình (Configuration).,
91,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,Cuộc Cách mạng Công nghiệp lần thứ tư khác biệt căn bản so với ba cuộc cách mạng trước ở điểm nào?,"Có, mọi thứ miễn phí xem đều có thể sử dụng.","Là thông minh hóa, máy móc thay lao động trí óc.",Tự động hóa hoàn toàn các quy trình kinh doanh.,Gây ra các cuộc xung đột về tài nguyên khoáng sản.,B,"Là thông minh hóa, máy móc thay lao động trí óc.",
92,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,"Trong bối cảnh CMCN 4.0, công nghệ số có đặc điểm nào khiến nó khác biệt so với các cuộc cách mạng trước?",Chỉ khi tác phẩm đó được bán và tạo ra lợi nhuận,"Càng dùng nhiều, càng nhiều người dùng thì càng rẻ.",Cung cấp dịch vụ truyền hình trả phí qua Internet.,Phản hồi chính sách thông qua cổng thông tin điện tử,B,"Càng dùng nhiều, càng nhiều người dùng thì càng rẻ.",
93,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,Yếu tố nào đóng vai trò quan trọng hơn trong CMCN 4.0 so với các cuộc cách mạng công nghiệp trước đây?,Tác phẩm được cung cấp miễn phí nhưng phải ghi nguồn.,Người dùng (quyết định sự thông minh của hệ thống).,Sinh viên có khả năng lập kế hoạch nội dung chi tiết.,"Sắp xếp ẩn đi các dòng không phù hợp, còn Lọc thì không",B,Người dùng (quyết định sự thông minh của hệ thống).,
94,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,"Theo quan điểm của các tài liệu, chuyển đổi số là cuộc cách mạng về vấn đề gì nhiều hơn là công nghệ?","Thể chế, tư duy và nhận thức.",Viết code càng nhanh càng tốt.,Có nhiều lượt chia sẻ trên mạng,Marketing và thương hiệu.,A,"Thể chế, tư duy và nhận thức.",
95,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,"Trong bối cảnh chuyển đổi số, dữ liệu lớn (Big Data) được ví như bộ phận nào của con người?",Bộ não.,Cơ bắp.,Hệ thần kinh.,Giác quan.,A,Bộ não.,
96,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,Điện toán đám mây (Cloud Computing) được ví như bộ phận nào của con người?,Giác quan.,Hệ thần kinh.,Bộ não.,Cơ bắp.,D,Cơ bắp.,
97,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,"Chính phủ số được định nghĩa là chính phủ điện tử, bổ sung thêm ""bốn Có"" nào?","Có hạ tầng, có ứng dụng, có nhân lực, có chính sách.","Có kinh tế số, có xã hội số, có công nghệ, có dữ liệu.","Có toàn bộ hoạt động an toàn trên môi trường số, có khả năng cung cấp dịch vụ mới nhanh chóng, có khả năng sử dụng nguồn lực tối ưu và có khả năng kiến tạo phát triển.","Có minh bạch, có hiệu quả, có tham nhũng thấp, có dịch vụ công.",C,"Có toàn bộ hoạt động an toàn trên môi trường số, có khả năng cung cấp dịch vụ mới nhanh chóng, có khả năng sử dụng nguồn lực tối ưu và có khả năng kiến tạo phát triển.",
98,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,Yếu tố nào là điều kiện tiên quyết để chuyển đổi số thành công tại một tổ chức?,Coi như họ đang không hợp tác và tự làm thay công việc của họ,Các công ty công nghệ không có khả năng lưu trữ lượng lớn dữ liệu.,Quyết tâm và sự vào cuộc thực sự của người đứng đầu (Lãnh đạo).,Spear phishing chỉ nhắm vào các giám đốc điều hành cấp cao.,C,Quyết tâm và sự vào cuộc thực sự của người đứng đầu (Lãnh đạo).,
99,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,Chuyển đổi số trong y tế hướng đến việc sử dụng loại hồ sơ nào để tiến tới không dùng bệnh án giấy?,Hồ sơ sức khỏe cá nhân.,Hồ sơ thanh toán viện phí.,Hồ sơ bệnh án điện tử.,Hồ sơ bảo hiểm y tế.,C,Hồ sơ bệnh án điện tử.,
100,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,"Theo Chiến lược Chuyển đổi số quốc gia, mục tiêu đến năm 2030 là bao nhiêu phần trăm dân số có năng lực số cơ bản?",50%.,60%.,70%.,80%.,C,70%.,
101,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,"Trong lĩnh vực giáo dục, một trong những mục tiêu chuyển đổi số là đào tạo lại, đào tạo nâng cao kỹ năng số cho đối tượng nào?",Quyền cho phép người khác sử dụng miễn phí tác phẩm.,Tất cả người dân qua các khóa học đại trà trực tuyến mở.,Phải chia sẻ tác phẩm gốc cho ít nhất hai người khác,Phổ biến các hình thức xử phạt khi vi phạm bản quyền.,B,Tất cả người dân qua các khóa học đại trà trực tuyến mở.,
102,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,"Trong tài chính thông minh, ứng dụng AI có thể giúp phát hiện các mối đe dọa nào?",Hạn chế số lượng xe cá nhân được phép lưu thông.,"Quá trình ""sao chép"" nội dung từ nguồn khác.",Gian lận và hoạt động giao dịch bất hợp pháp.,Mã hóa dữ liệu và đòi tiền chuộc (ransomware).,C,Gian lận và hoạt động giao dịch bất hợp pháp.,
103,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,"Mục tiêu của Chính phủ số là cung cấp dịch vụ chất lượng hơn, đưa ra quyết định kịp thời hơn, ban hành chính sách tốt hơn, dựa trên nền tảng nào?",Dữ liệu và công nghệ số.,Các quy trình truyền thống.,Các thỏa thuận quốc tế.,Các chuyên gia tài chính.,A,Dữ liệu và công nghệ số.,
104,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,"Trong lĩnh vực giáo dục, mục tiêu thử nghiệm chương trình đào tạo cho phép học sinh, sinh viên học trực tuyến tối thiểu bao nhiêu phần trăm nội dung chương trình?",Sai sót trong mã lập trình hoặc cài đặt,20% (Theo Tài liệu - Cẩm nang BTTTT).,Thể hiện sự đồng ý với người đang nói,Giao diện chương trình có màu sắc mới,B,20% (Theo Tài liệu - Cẩm nang BTTTT).,
105,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,Chuyển đổi số trong lĩnh vực Tài chính - Ngân hàng thúc đẩy hợp tác với các công ty nào trong việc xây dựng hệ sinh thái dịch vụ?,Bắt buộc tất cả các trung tâm dữ liệu phải tự sản xuất năng lượng.,Có kỹ năng máy tính tiên tiến và tự viết các công cụ tấn công.,Công ty công nghệ tài chính (Fintech) và trung gian thanh toán.,Coi như họ đang không hợp tác và tự làm thay công việc của họ,C,Công ty công nghệ tài chính (Fintech) và trung gian thanh toán.,
106,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,"Khả năng sử dụng các công cụ lập trình bậc cao như Java, Swift, và Node.js là cần thiết cho nhóm chuyên gia nào trong lĩnh vực IoT?",Tin vào thông tin trái ngược niềm tin,Đưa ra các cảnh báo về an ninh mạng.,Thiết kế và phát triển ứng dụng (UI/UX).,Để tối ưu hóa tốc độ xử lý của máy tính.,C,Thiết kế và phát triển ứng dụng (UI/UX).,
107,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,Kỹ năng nào được coi là thiết yếu trong IoT để thiết kế và quản lý mạng?,Phân tích ngữ nghĩa.,Mạng máy tính (Network).,Yêu cầu kết nối mạng dây,Học tập tự điều chỉnh.,B,Mạng máy tính (Network).,
108,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,"Đối với người phát triển hệ thống IoT, khả năng lập trình nhúng (embedded programming) cần thành thạo ngôn ngữ nào?",Thói quen số (Digital Habits),Chỉ các bình luận trên mạng xã hội,"C, C++, Python, hoặc JavaScript.",Chi phí đầu tư hạ tầng quá cao.,C,"C, C++, Python, hoặc JavaScript.",
109,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,Tại sao vấn đề bảo mật IoT phải được cân nhắc ưu tiên?,Kẻ tấn công sửa lỗi chính tả trên các trang web để làm cho chúng trông hợp pháp hơn.,Vì các thiết bị IoT khá dễ bị xâm phạm bảo mật do tính đa dạng và đa nền tảng kết nối.,Ngăn chặn các email lừa đảo và thư rác trước khi chúng đến hộp thư của người dùng.,"Sử dụng tính năng ""Comment"" hoặc ""Suggesting"" để đề xuất sửa đổi và tag người liên quan",B,Vì các thiết bị IoT khá dễ bị xâm phạm bảo mật do tính đa dạng và đa nền tảng kết nối.,
110,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,Nền tảng học tập nào được đề cập là phù hợp cho việc học các khóa học về Machine Learning và Deep Learning?,Giảm xung đột cá nhân,"Udemy, Khan Academy.","Codecademy, The Code Player.",Tất cả các nền tảng trên.,D,Tất cả các nền tảng trên.,
111,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,Năng lực nào liên quan đến việc xử lý một vấn đề tính toán thành các bước tuần tự và logic như một giải pháp cho hệ thống máy tính?,"Đưa ra phản hồi mang tính xây dựng, cụ thể",Tư duy tính toán (Computational thinking).,Vì Video A có chất lượng hình ảnh tốt hơn,Tuyển dụng nhân sự và quản lý tiền lương.,B,Tư duy tính toán (Computational thinking).,
112,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,Tư duy tính toán (Computational thinking) được xem là khác biệt với lập trình ở điểm nào?,"Nó tập trung vào tư duy thuật toán như một phần của giải quyết vấn đề, không nhất thiết phải lập trình bằng ngôn ngữ cụ thể.","Từ 5 - 10 triệu, buộc gỡ bỏ thông tin vi phạm. Trong trường hợp gây ảnh hưởng đến danh dự, uy tín của người khác 10 - 15 triệu",Nó không yêu cầu kiến thức toán học.,Nó chỉ cần thiết cho các chuyên gia công nghệ.,A,"Nó tập trung vào tư duy thuật toán như một phần của giải quyết vấn đề, không nhất thiết phải lập trình bằng ngôn ngữ cụ thể.",
113,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,Phẩm chất nào sau đây là cần thiết cho Tư duy đổi mới sáng tạo (Innovation)?,Lỗi Logic (Logical Errors),Thấu cảm và Giải quyết vấn đề.,Chỉ các bình luận trên mạng xã hội,Thông tin đúng nhưng gây hiểu nhầm,B,Thấu cảm và Giải quyết vấn đề.,
114,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,"Theo các chuyên gia, các công ty nên xem xét trau dồi năng lực số tại nơi làm việc để nhân viên có thể thích ứng thành công với điều gì?",Thời gian sản xuất nội dung kéo dài.,"Các công cụ, hệ thống và quy trình mới.",Giám sát và góp ý một cách có trách nhiệm,Khả năng tạo ra nội dung đa phương tiện.,B,"Các công cụ, hệ thống và quy trình mới.",
115,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,"Năng lực nào cho phép cá nhân điều chỉnh, hòa nhập, thích nghi nhanh chóng với sự thay đổi hoặc điều kiện mới?",Tính linh hoạt.,Tư duy phản biện.,Khả năng thích ứng.,Ghi rõ loại giấy phép.,C,Khả năng thích ứng.,
116,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,"Trong lĩnh vực BDA, năng lực nào đòi hỏi phải hiểu và có khả năng phân tích và đánh giá dữ liệu, thông tin và nội dung số đặc thù trong hoạt động nghề nghiệp?",Bán kiến thức về các lỗ hổng bảo mật cho người trả giá cao nhất.,Tham gia vào các nhóm để công kích những người có ý kiến trái chiều.,Nhận biết và đánh giá nội dung và dữ liệu đặc thù cho công việc.,Cung cấp dịch vụ và tài nguyên cho các máy tính khác trong mạng.,C,Nhận biết và đánh giá nội dung và dữ liệu đặc thù cho công việc.,
117,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,Yếu tố nào sau đây là nguyên nhân trực tiếp khiến Kodak phá sản vào năm 2012?,Ảnh hưởng đến danh tiếng và uy tín cá nhân trong đời thực,Sự xuất hiện của iPhone năm 2007 và Instagram năm 2010.,Sự cạnh tranh từ các công ty sản xuất phim ảnh truyền thống.,Sử dụng cùng một mật khẩu mạnh cho nhiều tài khoản.,B,Sự xuất hiện của iPhone năm 2007 và Instagram năm 2010.,
118,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,"Trong quá trình xây dựng chính phủ số, rủi ro lớn nhất đối với quốc gia là gì?",Gây ra các cuộc xung đột về tài nguyên khoáng sản.,"Mất chủ quyền số quốc gia (an toàn, an ninh mạng).",Khó khăn trong việc thay đổi thói quen của người dân.,Phổ biến các hình thức xử phạt khi vi phạm bản quyền.,B,"Mất chủ quyền số quốc gia (an toàn, an ninh mạng).",
119,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,"Theo quan điểm của DigCompEdu, ở mức Người tiên phong (Pioneer - C2), nhà giáo dục thường làm gì?","Kỹ năng công nghệ, nhận thức kỹ thuật số, trách nhiệm công dân số.",Phục hồi hệ thống nhanh nhất có thể sau khi một cuộc tấn công xảy ra.,Phát triển các tiếp cận sư phạm mới lạ và đổi mới sáng tạo giáo dục.,"Không có sự khác biệt, hai thuật ngữ này có thể dùng thay thế cho nhau.",C,Phát triển các tiếp cận sư phạm mới lạ và đổi mới sáng tạo giáo dục.,
120,Module 6. Ứng dụng trí tuệ nhân tạo,6,4,"Nền tảng công nghệ số nào sau đây được đề cập là giải pháp đột phá để thúc đẩy chuyển đổi số nhanh hơn, giảm chi phí và tăng hiệu quả?",Hệ thống thông tin ERP.,Nền tảng số (Platform).,Phần mềm diệt virus.,Thiết bị ngoại vi.,B,Nền tảng số (Platform).,
